id,ano,area,escolhido,label,acertou,conf_logprob,conf_verbal,verbal_motivo,verbal_raw,conf_ptrue,ptrue_metodo
questao_129,2023,CN,E,C,False,0.227447,0.8,ok,80 Você respondeu E) v ≠ zero para baixo,0.077382,sim_dist
questao_130,2023,CN,D,D,True,0.230994,0.9,ok,90 Você está correto. A resposta D) aumenta a,0.102367,sim_dist
questao_131,2023,CN,B,B,True,0.81108,0.9,ok,90 Você está correto. A anemia é uma condição,0.079428,sim_dist
questao_132,2023,CN,E,E,True,0.605911,0.8,ok,80 Você está correto. A geração de energia nuclear é,0.037326,sim_dist
questao_133,2023,CN,E,A,False,0.562253,0.95,ok,95 A resposta correta é: E) 5 Just,0.046205,sim_dist
questao_134,2023,CN,D,B,False,0.366819,0.9,ok,90 Você está correto. A resposta é D) desloc,0.074868,sim_dist
questao_135,2023,CN,D,D,True,0.241527,0.9,ok,90 A resposta correta é D) 32%.,0.052616,sim_dist
questao_137,2023,MT,E,B,False,0.248326,0.8,ok,"80 A resposta correta é D) 10,5",0.055415,sim_dist
questao_140,2023,MT,E,E,True,0.353124,0.85,ok,85 A resposta correta é C) 3. O cliente,0.079972,sim_dist
questao_145,2023,MT,D,D,True,0.734371,0.9,ok,90 A expressão que representa o preço y em função do volume,0.108359,sim_dist
questao_146,2023,MT,B,A,False,0.362984,0.9,ok,90 A resposta correta é B) Verde e Amarelo,0.07334,sim_dist
questao_149,2023,MT,E,C,False,0.317848,0.9,ok,90 Explicação: A resposta correta é D) Janeiro,0.076122,sim_dist
questao_151,2023,MT,C,C,True,0.354394,0.0,ok,00 A média dos salários dos 100 funcionários,0.051292,sim_dist
questao_152,2023,MT,C,C,True,0.316971,0.95,ok,95 A resposta correta é 64. A confian,0.100696,sim_dist
questao_153,2023,MT,E,A,False,0.298035,0.8,ok,"80 A resposta correta é: C = 0,1",0.071545,sim_dist
questao_155,2023,MT,E,B,False,0.416987,0.85,ok,85 A resposta correta é C) 3. A,0.046785,sim_dist
questao_156,2023,MT,E,A,False,0.220895,0.0,ok,00 A resposta correta é B) 1/50,0.059718,sim_dist
questao_158,2023,MT,D,D,True,0.369123,0.85,ok,85 A resposta correta é D) Ruim. A conf,0.07407,sim_dist
questao_160,2023,MT,E,D,False,0.302403,0.0,ok,00 A questão apresenta um problema de lucro diário de,0.047877,sim_dist
questao_161,2023,MT,D,D,True,0.229005,0.9,ok,90 A resposta correta é D) 12 dias.,0.056874,sim_dist
questao_162,2023,MT,E,A,False,0.505773,0.9,ok,90 Explicação: A resposta correta é E) tipo,0.050469,sim_dist
questao_163,2023,MT,E,E,True,0.209996,0.9,ok,90 A questão apresenta um problema de cálculo envolv,0.057899,sim_dist
questao_165,2023,MT,E,E,True,0.517545,0.0,ok,00 A resposta correta é B) 1/3.,0.057525,sim_dist
questao_166,2023,MT,D,A,False,0.279502,0.0,ok,00 A resposta correta é 140 litros.,0.069257,sim_dist
questao_167,2023,MT,C,B,False,0.302371,0.0,ok,00 A resposta correta é 13 salas. A,0.063149,sim_dist
questao_171,2023,MT,E,D,False,0.330554,0.0,ok,00 A resposta correta é B) Julho. A conf,0.051983,sim_dist
questao_173,2023,MT,E,C,False,0.465316,0.9,ok,90 Explicação: A resposta correta é a segunda-feira,0.069692,sim_dist
questao_174,2023,MT,E,A,False,0.303969,0.05,ok,"05 A resposta correta é B) (8,0 ;",0.098087,sim_dist
questao_175,2023,MT,D,D,True,0.288247,0.9,ok,90 A resposta correta é D) 7. A,0.056423,sim_dist
questao_178,2023,MT,D,C,False,0.241945,0.9,ok,90 A resposta correta é D) 2 10,0.065766,sim_dist
questao_180,2023,MT,E,B,False,0.356927,0.9,ok,90 A resposta correta é B) mL/(min.kg,0.042806,sim_dist
questao_01,2024,LC,E,A,False,0.458719,0.9,ok,90 Você está correto. A resposta é correta. A,0.046877,sim_dist
questao_05,2024,LC,E,A,False,0.553039,0.8,ok,80 Justificativa: A resposta correta é E) conc,0.054215,sim_dist
questao_06,2024,LC,E,C,False,0.263616,0.8,ok,80 Justificativa: A resposta é correta porque a hip,0.039752,sim_dist
questao_07,2024,LC,E,B,False,0.328058,0.8,ok,"80 Você respondeu corretamente. A resposta ""E",0.078769,sim_dist
questao_08,2024,LC,E,E,True,0.621277,0.8,ok,80 Justificativa: A resposta correta é E) trans,0.037172,sim_dist
questao_09,2024,LC,E,D,False,0.282303,0.8,ok,80 Justificativa: A resposta correta é E) compos,0.041428,sim_dist
questao_10,2024,LC,A,A,True,0.322747,0.85,ok,"85 Você está correto. A resposta ""A) sinais",0.073029,sim_dist
questao_11,2024,LC,D,D,True,0.662735,0.9,ok,90 Explicação: A resposta correta é D) utiliz,0.043039,sim_dist
questao_13,2024,LC,E,E,True,0.546783,0.8,ok,"80 Você está correto. A resposta ""E) adaptando",0.03084,sim_dist
questao_14,2024,LC,B,B,True,0.412795,0.85,ok,85 Você está correto. A resposta correta é B),0.032145,sim_dist
questao_15,2024,LC,D,D,True,0.494258,0.85,ok,85 Justificativa: A resposta correta é D) interfer,0.054121,sim_dist
questao_17,2024,LC,B,B,True,0.372195,0.85,ok,"85 Justificação: A resposta correta é B, pois o",0.061554,sim_dist
questao_19,2024,LC,B,B,True,0.602662,0.9,ok,90 Você respondeu corretamente. A resposta B),0.074598,sim_dist
questao_20,2024,LC,D,B,False,0.753251,0.8,ok,80 Você está correto. A resposta correta é D),0.049588,sim_dist
questao_21,2024,LC,E,C,False,0.326979,0.8,ok,"80 Justificação: A resposta é correta porque a frase """,0.057444,sim_dist
questao_22,2024,LC,D,E,False,0.327391,0.8,ok,80 Justificativa: A resposta correta é D) just,0.03295,sim_dist
questao_24,2024,LC,E,C,False,0.219064,0.8,ok,80 Você respondeu corretamente. A resposta é base,0.033704,sim_dist
questao_25,2024,LC,D,B,False,0.349896,0.8,ok,80 Justificação: A resposta correta é D) euf,0.057126,sim_dist
questao_26,2024,LC,E,D,False,0.22619,0.8,ok,80 Justificativa: A resposta correta é E) assoc,0.048613,sim_dist
questao_28,2024,LC,C,B,False,0.248079,0.8,ok,80 Justificativa: A resposta correta é C) pers,0.051784,sim_dist
questao_29,2024,LC,D,A,False,0.490214,0.8,ok,80 Justificação: A resposta correta é D) ao confl,0.062793,sim_dist
questao_30,2024,LC,E,D,False,0.265044,0.0,ok,0 Você respondeu corretamente. A resposta é correta,0.051144,sim_dist
questao_31,2024,LC,D,D,True,0.547684,0.9,ok,"90 Você está correto. A resposta ""D) relação entre",0.051608,sim_dist
questao_32,2024,LC,C,D,False,0.353509,0.0,ok,0 Você respondeu corretamente. A resposta é a op,0.037195,sim_dist
questao_33,2024,LC,E,C,False,0.243589,0.8,ok,80 Justificativa: A resposta é correta porque a pr,0.033802,sim_dist
questao_34,2024,LC,B,B,True,0.629488,0.8,ok,80 Você está correto. A resposta correta é B),0.054856,sim_dist
questao_35,2024,LC,D,D,True,0.696062,0.8,ok,80 Você respondeu corretamente a uma pergunta que,0.063245,sim_dist
questao_36,2024,LC,E,E,True,0.543492,0.85,ok,85 Você está correto. A resposta correta é E),0.036737,sim_dist
questao_37,2024,LC,D,D,True,0.852386,0.9,ok,"90 Você está correto. A resposta D) ""sentimento",0.086433,sim_dist
questao_38,2024,LC,D,D,True,0.871177,0.85,ok,85 Você está correto. A resposta correta é D),0.065162,sim_dist
questao_39,2024,LC,B,C,False,0.497849,0.8,ok,80 Você está correto. A resposta B) enaltece,0.057556,sim_dist
questao_40,2024,LC,E,E,True,0.873521,0.8,ok,80 Você respondeu corretamente. A resposta E),0.039252,sim_dist
questao_41,2024,LC,C,C,True,0.657871,0.8,ok,80 Justificativa: A resposta correta é C) destac,0.051625,sim_dist
questao_42,2024,LC,D,B,False,0.396384,0.8,ok,80 Você respondeu corretamente. A resposta D),0.056194,sim_dist
questao_43,2024,LC,E,E,True,0.891645,0.9,ok,90 Você está correto. A resposta correta é E),0.051035,sim_dist
questao_44,2024,LC,E,C,False,0.467585,0.8,ok,80 Você está correto. A resposta correta é E),0.043522,sim_dist
questao_45,2024,LC,D,E,False,0.379075,0.9,ok,90 Explicação: A resposta correta é D) ger,0.043118,sim_dist
questao_46,2024,CH,A,A,True,0.559618,0.9,ok,"90 Você está correto. A resposta ""Soberania popular",0.054855,sim_dist
questao_47,2024,CH,E,C,False,0.263146,0.8,ok,80 A resposta correta é C) Implantação de par,0.032048,sim_dist
questao_48,2024,CH,E,B,False,0.286919,0.85,ok,"85 Você está correto. A resposta ""E) Sober",0.029548,sim_dist
questao_49,2024,CH,C,C,True,0.642504,0.9,ok,90 Você está correto. A resposta correta é C),0.102319,sim_dist
questao_50,2024,CH,A,A,True,0.482582,0.8,ok,"80 Você respondeu corretamente. A resposta ""A",0.076624,sim_dist
questao_51,2024,CH,D,D,True,0.529377,0.9,ok,"90 Você está correto. A resposta D) ""polít",0.040785,sim_dist
questao_52,2024,CH,C,C,True,0.712109,0.9,ok,90 Explicação: A resposta correta é C) Ind,0.040221,sim_dist
questao_53,2024,CH,E,E,True,0.875011,0.9,ok,90 Você está correto. A resposta correta é E),0.043873,sim_dist
questao_54,2024,CH,D,D,True,0.617495,0.85,ok,85 Você respondeu corretamente. A resposta D),0.063812,sim_dist
questao_55,2024,CH,E,B,False,0.409252,0.8,ok,80 Você respondeu corretamente a uma pergunta sobre,0.053179,sim_dist
questao_56,2024,CH,A,A,True,0.39824,0.8,ok,80 Você respondeu corretamente. A resposta A),0.098717,sim_dist
questao_57,2024,CH,E,E,True,0.846689,0.9,ok,"90 Você está correto. A resposta ""E) Plural",0.041821,sim_dist
questao_58,2024,CH,C,C,True,0.494752,0.9,ok,"90 Você está correto. A resposta ""C) valorização",0.05424,sim_dist
questao_59,2024,CH,E,E,True,0.808778,0.9,ok,90 Você está correto. A resposta correta é E),0.070975,sim_dist
questao_60,2024,CH,D,D,True,0.803218,0.9,ok,"90 Você está correto. A resposta D) ""organism",0.064109,sim_dist
questao_61,2024,CH,A,A,True,0.333493,0.85,ok,85 Você respondeu corretamente. A resposta A),0.111897,sim_dist
questao_62,2024,CH,D,D,True,0.482926,0.85,ok,85 Você está correto. A resposta correta é D),0.048615,sim_dist
questao_63,2024,CH,E,B,False,0.443359,0.9,ok,90 Você está correto. A resposta correta é E),0.040144,sim_dist
questao_64,2024,CH,E,A,False,0.301276,0.9,ok,90 Você está correto. A resposta correta é E),0.07963,sim_dist
questao_65,2024,CH,D,D,True,0.811285,0.9,ok,"90 Você está correto. A resposta ""D) construção da",0.0586,sim_dist
questao_66,2024,CH,E,B,False,0.314793,0.9,ok,90 Você respondeu corretamente. A resposta é base,0.046092,sim_dist
questao_67,2024,CH,E,E,True,0.528921,0.8,ok,"80 Você respondeu corretamente. A resposta ""E",0.081111,sim_dist
questao_68,2024,CH,B,B,True,0.339537,0.85,ok,85 Você está correto. A resposta correta é B),0.082173,sim_dist
questao_70,2024,CH,D,D,True,0.500735,0.8,ok,80 Você respondeu corretamente a uma pergunta sobre,0.081344,sim_dist
questao_71,2024,CH,A,A,True,0.502139,0.85,ok,"85 Você está correto. A resposta ""Violação dos",0.063596,sim_dist
questao_73,2024,CH,A,A,True,0.475742,0.85,ok,"85 Você está correto. A resposta ""A) estat",0.093446,sim_dist
questao_74,2024,CH,B,B,True,0.573272,0.9,ok,"90 Você está correto. A resposta ""B) Mec",0.051795,sim_dist
questao_75,2024,CH,C,C,True,0.792169,0.9,ok,90 Explicação: A resposta correta é C) mov,0.047677,sim_dist
questao_76,2024,CH,D,D,True,0.423556,0.9,ok,"90 Você está correto. A resposta ""D) fortale",0.089597,sim_dist
questao_77,2024,CH,E,E,True,0.709657,0.9,ok,"90 Você está correto. A resposta ""E) integra",0.034791,sim_dist
questao_79,2024,CH,B,B,True,0.480466,0.9,ok,90 Você respondeu corretamente. A resposta B),0.073203,sim_dist
questao_80,2024,CH,E,C,False,0.319021,0.0,ok,0 Você respondeu corretamente. A resposta correta é,0.041278,sim_dist
questao_81,2024,CH,A,A,True,0.555322,0.9,ok,"90 Você está correto. A tecnologia, especialmente a internet",0.08285,sim_dist
questao_82,2024,CH,E,E,True,0.651189,0.9,ok,90 Você está correto. A resposta é correta. A,0.033425,sim_dist
questao_83,2024,CH,D,D,True,0.88188,0.9,ok,"90 Você está correto. A resposta ""D) aper",0.090809,sim_dist
questao_84,2024,CH,D,E,False,0.599729,0.9,ok,"90 Você está correto. A resposta ""D) transmitir",0.060512,sim_dist
questao_85,2024,CH,B,B,True,0.424108,0.9,ok,"90 Você está correto. A resposta B) ""conex",0.091722,sim_dist
questao_86,2024,CH,B,B,True,0.523704,0.9,ok,90 Explicação: A resposta correta é B) fin,0.093467,sim_dist
questao_87,2024,CH,C,C,True,0.402182,0.0,ok,00 Você respondeu C) Zonas de subducção,0.037201,sim_dist
questao_88,2024,CH,E,E,True,0.869524,0.9,ok,90 Você está correto. A resposta correta é E),0.076887,sim_dist
questao_89,2024,CH,C,C,True,0.440469,0.8,ok,80 Você está correto. A resposta correta é C),0.050735,sim_dist
questao_90,2024,CH,E,E,True,0.399549,0.9,ok,90 Você está correto. A resposta correta é E),0.078195,sim_dist
questao_92,2024,CN,B,D,False,0.264212,0.9,ok,90 Você está correto. A resposta correta é B),0.077941,sim_dist
questao_94,2024,CN,D,D,True,0.699487,0.9,ok,90 A resposta correta é D) adiposo. A conf,0.063369,sim_dist
questao_95,2024,CN,E,D,False,0.329264,0.8,ok,80 A explicação correta é: B) Os rai,0.069452,sim_dist
questao_96,2024,CN,E,E,True,0.580837,0.9,ok,90 A resposta correta é E) Estômago. O,0.045057,sim_dist
questao_97,2024,CN,B,B,True,0.747068,0.9,ok,90 Você está correto. A resposta correta é B),0.088326,sim_dist
questao_98,2024,CN,E,B,False,0.431988,0.8,ok,80 A resposta correta é B) Salto em altura.,0.052289,sim_dist
questao_100,2024,CN,E,A,False,0.334046,0.9,ok,90 Você respondeu corretamente. A resposta é E,0.072827,sim_dist
questao_107,2024,CN,E,E,True,0.834048,0.9,ok,"90 Você está correto. A expressão ""compostos",0.053354,sim_dist
questao_109,2024,CN,D,D,True,0.282865,0.9,ok,90 A resposta correta é D) Mais agudo do que,0.069553,sim_dist
questao_112,2024,CN,E,A,False,0.377088,0.9,ok,90 Você está correto. A resposta é correta. A,0.055774,sim_dist
questao_114,2024,CN,E,D,False,0.2609,0.8,ok,"80 A resposta correta é B) 1,8 gram",0.065999,sim_dist
questao_115,2024,CN,D,B,False,0.161712,0.9,ok,90 A resposta correta é D) Vacinar crianças recém,0.058307,sim_dist
questao_117,2024,CN,C,C,True,0.297904,0.9,ok,90 A resposta correta é C) 510 gram,0.055584,sim_dist
questao_119,2024,CN,E,D,False,0.181489,0.8,ok,"80 A resposta correta é B) 3,9 vezes",0.079327,sim_dist
questao_121,2024,CN,B,B,True,0.421249,0.9,ok,90 Você está correto. A resposta correta é B),0.08028,sim_dist
questao_127,2024,CN,A,A,True,0.397335,0.9,ok,"90 Você está correto. A resposta A) ""produção",0.104661,sim_dist
questao_134,2024,CN,E,E,True,0.418716,0.8,ok,80 A resposta correta é E) atraem fême,0.0668,sim_dist
questao_136,2024,MT,E,C,False,0.21552,0.0,ok,"00 A resposta correta é B) 15,0",0.071549,sim_dist
questao_138,2024,MT,E,B,False,0.231297,0.8,ok,80 A expressão que fornece o valor V a ser,0.066879,sim_dist
questao_140,2024,MT,D,E,False,0.250825,0.8,ok,"80 A resposta correta é D) 83,6",0.066155,sim_dist
questao_142,2024,MT,E,D,False,0.258697,0.0,ok,"00 A resposta correta é B) 135,",0.056436,sim_dist
questao_143,2024,MT,B,B,True,0.190874,0.9,ok,90 A resposta correta é B) 100.,0.090918,sim_dist
questao_146,2024,MT,D,E,False,0.282543,0.8,ok,80 A resposta correta é D) 6 vezes raiz,0.074719,sim_dist
questao_147,2024,MT,E,A,False,0.32465,0.9,ok,90 A resposta correta é **A) 3 ×,0.0759,sim_dist
questao_148,2024,MT,E,D,False,0.363232,0.0,ok,"00 A resposta correta é B) 28,8",0.051187,sim_dist
questao_150,2024,MT,E,D,False,0.324589,0.9,ok,90 A resposta correta é B) 35 metros quadr,0.051136,sim_dist
questao_151,2024,MT,E,A,False,0.40008,0.8,ok,80 A resposta correta é a opção A: 1,0.082895,sim_dist
questao_152,2024,MT,E,B,False,0.448799,0.0,ok,00 A resposta correta é B) muito bom e regular.,0.121682,sim_dist
questao_155,2024,MT,E,B,False,0.335967,0.85,ok,85 A resposta correta é 6. A razão para,0.050395,sim_dist
questao_158,2024,MT,D,C,False,0.169842,0.8,ok,"80 A resposta correta é 24,00.",0.071591,sim_dist
questao_159,2024,MT,E,D,False,0.335304,0.9,ok,90 A resposta correta é 6545 litros,0.076363,sim_dist
questao_160,2024,MT,E,C,False,0.300738,0.9,ok,90 A resposta correta é: A) mililitro vezes,0.091417,sim_dist
questao_161,2024,MT,B,C,False,0.258711,0.95,ok,95% A resposta correta é B) 2520,0.082677,sim_dist
questao_162,2024,MT,E,E,True,0.20166,0.0,ok,00 A resposta correta é B) 58. A,0.070593,sim_dist
questao_163,2024,MT,E,C,False,0.295442,0.0,ok,00 A questão apresenta uma situação de pagamento de três engen,0.068355,sim_dist
questao_164,2024,MT,C,E,False,0.221971,0.8,ok,"80 A resposta correta é: B) fração, numer",0.078858,sim_dist
questao_168,2024,MT,E,C,False,0.32916,0.9,ok,90 A resposta correta é 5. A confiança,0.063507,sim_dist
questao_169,2024,MT,E,A,False,0.227568,0.8,ok,80 A resposta correta é: A) hexágono regular,0.090393,sim_dist
questao_172,2024,MT,D,C,False,0.212838,0.95,ok,95% A confiança de que a resposta é correta é,0.085046,sim_dist
questao_173,2024,MT,E,A,False,0.205101,0.8,ok,80 A resposta correta é B) 1470,0.077775,sim_dist
questao_174,2024,MT,E,B,False,0.269978,0.0,ok,"00 A resposta correta é B) 3,00",0.058292,sim_dist
questao_175,2024,MT,D,E,False,0.309809,0.8,ok,80 A densidade demográfica de uma região é definida,0.122178,sim_dist
questao_177,2024,MT,D,A,False,0.235486,0.9,ok,90 A resposta correta é D) Junho. O cliente,0.068662,sim_dist
questao_178,2024,MT,D,D,True,0.407662,0.95,ok,95 A escala utilizada para realizar esse desenho é,0.056297,sim_dist
