id,ano,area,label,perm_idx,pos_correta,letra_escolhida,conteudo_escolhido_id,acertou,conf_logprob
questao_135,2022,CN,A,1,E,D,4,False,0.334293
questao_135,2022,CN,A,2,D,D,0,True,0.326447
questao_135,2022,CN,A,3,C,D,1,False,0.692977
questao_135,2022,CN,A,4,B,D,2,False,0.410718
questao_138,2022,MT,E,0,E,D,3,False,0.736113
questao_138,2022,MT,E,1,D,D,4,True,0.420076
questao_138,2022,MT,E,2,C,C,4,True,0.413209
questao_138,2022,MT,E,3,B,E,2,False,0.293283
questao_138,2022,MT,E,4,A,E,3,False,0.379743
questao_140,2022,MT,A,0,A,E,4,False,0.288816
questao_140,2022,MT,A,1,E,D,4,False,0.247177
questao_140,2022,MT,A,2,D,E,1,False,0.317776
questao_140,2022,MT,A,3,C,C,0,True,0.305473
questao_140,2022,MT,A,4,B,B,0,True,0.262562
questao_141,2022,MT,E,0,E,D,3,False,0.218985
questao_141,2022,MT,E,1,D,D,4,True,0.30207
questao_141,2022,MT,E,2,C,E,1,False,0.24273
questao_141,2022,MT,E,3,B,E,2,False,0.26313
questao_141,2022,MT,E,4,A,E,3,False,0.293383
questao_142,2022,MT,A,0,A,E,4,False,0.376418
questao_142,2022,MT,A,1,E,E,0,True,0.282234
questao_142,2022,MT,A,2,D,E,1,False,0.3679
questao_142,2022,MT,A,3,C,E,2,False,0.364067
questao_142,2022,MT,A,4,B,E,3,False,0.447155
questao_143,2022,MT,B,0,B,E,4,False,0.599528
questao_143,2022,MT,B,1,A,E,0,False,0.474367
questao_143,2022,MT,B,2,E,E,1,True,0.394597
questao_143,2022,MT,B,3,D,E,2,False,0.477012
questao_143,2022,MT,B,4,C,E,3,False,0.328939
questao_144,2022,MT,D,0,D,D,3,True,0.421471
questao_144,2022,MT,D,1,C,C,3,True,0.435677
questao_144,2022,MT,D,2,B,E,1,False,0.295023
questao_144,2022,MT,D,3,A,E,2,False,0.431011
questao_144,2022,MT,D,4,E,E,3,True,0.412935
questao_145,2022,MT,D,0,D,D,3,True,0.256026
questao_145,2022,MT,D,1,C,B,2,False,0.210277
questao_145,2022,MT,D,2,B,B,3,True,0.276983
questao_145,2022,MT,D,3,A,B,4,False,0.380357
questao_145,2022,MT,D,4,E,E,3,True,0.182345
questao_147,2022,MT,E,0,E,E,4,True,0.605623
questao_147,2022,MT,E,1,D,D,4,True,0.494052
questao_147,2022,MT,E,2,C,E,1,False,0.303383
questao_147,2022,MT,E,3,B,B,4,True,0.349544
questao_147,2022,MT,E,4,A,E,3,False,0.389631
questao_149,2022,MT,D,0,D,E,4,False,0.410694
questao_149,2022,MT,D,1,C,E,0,False,0.445898
questao_149,2022,MT,D,2,B,E,1,False,0.340224
questao_149,2022,MT,D,3,A,E,2,False,0.339011
questao_149,2022,MT,D,4,E,E,3,True,0.429632
questao_150,2022,MT,B,0,B,E,4,False,0.247576
questao_150,2022,MT,B,1,A,E,0,False,0.249784
questao_150,2022,MT,B,2,E,E,1,True,0.250101
questao_150,2022,MT,B,3,D,E,2,False,0.304278
questao_150,2022,MT,B,4,C,E,3,False,0.302212
questao_151,2022,MT,A,0,A,D,3,False,0.501292
questao_151,2022,MT,A,1,E,C,3,False,0.274424
questao_151,2022,MT,A,2,D,C,4,False,0.33686
questao_151,2022,MT,A,3,C,E,2,False,0.27525
questao_151,2022,MT,A,4,B,E,3,False,0.328751
questao_152,2022,MT,A,0,A,E,4,False,0.206787
questao_152,2022,MT,A,1,E,E,0,True,0.234349
questao_152,2022,MT,A,2,D,E,1,False,0.208731
questao_152,2022,MT,A,3,C,B,4,False,0.172396
questao_152,2022,MT,A,4,B,E,3,False,0.189664
questao_153,2022,MT,A,0,A,E,4,False,0.343651
questao_153,2022,MT,A,1,E,C,3,False,0.317612
questao_153,2022,MT,A,2,D,E,1,False,0.311241
questao_153,2022,MT,A,3,C,E,2,False,0.278205
questao_153,2022,MT,A,4,B,E,3,False,0.369637
questao_154,2022,MT,A,0,A,B,1,False,0.362625
questao_154,2022,MT,A,1,E,E,0,True,0.253806
questao_154,2022,MT,A,2,D,D,0,True,0.271059
questao_154,2022,MT,A,3,C,D,1,False,0.460417
questao_154,2022,MT,A,4,B,C,1,False,0.406258
questao_158,2022,MT,C,0,C,E,4,False,0.5961
questao_158,2022,MT,C,1,B,E,0,False,0.378399
questao_158,2022,MT,C,2,A,E,1,False,0.39224
questao_158,2022,MT,C,3,E,E,2,True,0.505673
questao_158,2022,MT,C,4,D,E,3,False,0.432941
questao_159,2022,MT,B,0,B,E,4,False,0.392978
questao_159,2022,MT,B,1,A,E,0,False,0.359826
questao_159,2022,MT,B,2,E,E,1,True,0.415651
questao_159,2022,MT,B,3,D,E,2,False,0.297236
questao_159,2022,MT,B,4,C,E,3,False,0.283553
questao_160,2022,MT,C,0,C,D,3,False,0.465279
questao_160,2022,MT,C,1,B,D,4,False,0.384757
questao_160,2022,MT,C,2,A,E,1,False,0.226571
questao_160,2022,MT,C,3,E,E,2,True,0.302949
questao_160,2022,MT,C,4,D,E,3,False,0.419825
questao_161,2022,MT,C,0,C,E,4,False,0.256664
questao_161,2022,MT,C,1,B,E,0,False,0.276715
questao_161,2022,MT,C,2,A,E,1,False,0.211769
questao_161,2022,MT,C,3,E,E,2,True,0.338058
questao_161,2022,MT,C,4,D,E,3,False,0.242955
questao_162,2022,MT,C,0,C,E,4,False,0.446623
questao_162,2022,MT,C,1,B,E,0,False,0.396743
questao_162,2022,MT,C,2,A,E,1,False,0.487902
questao_162,2022,MT,C,3,E,E,2,True,0.518576
questao_162,2022,MT,C,4,D,E,3,False,0.549191
questao_163,2022,MT,B,0,B,E,4,False,0.340364
questao_163,2022,MT,B,1,A,E,0,False,0.315211
questao_163,2022,MT,B,2,E,E,1,True,0.348615
questao_163,2022,MT,B,3,D,D,1,True,0.354969
questao_163,2022,MT,B,4,C,E,3,False,0.243485
questao_164,2022,MT,C,0,C,E,4,False,0.498908
questao_164,2022,MT,C,1,B,D,4,False,0.300744
questao_164,2022,MT,C,2,A,C,4,False,0.352287
questao_164,2022,MT,C,3,E,E,2,True,0.282844
questao_164,2022,MT,C,4,D,B,0,False,0.290493
questao_166,2022,MT,D,0,D,D,3,True,0.311382
questao_166,2022,MT,D,1,C,D,4,False,0.441701
questao_166,2022,MT,D,2,B,C,4,False,0.392997
questao_166,2022,MT,D,3,A,D,1,False,0.245256
questao_166,2022,MT,D,4,E,E,3,True,0.330002
questao_167,2022,MT,B,0,B,D,3,False,0.252088
questao_167,2022,MT,B,1,A,D,4,False,0.6723
questao_167,2022,MT,B,2,E,C,4,False,0.472809
questao_167,2022,MT,B,3,D,B,4,False,0.529832
questao_167,2022,MT,B,4,C,E,3,False,0.384187
questao_169,2022,MT,E,0,E,C,2,False,0.241779
questao_169,2022,MT,E,1,D,B,2,False,0.240666
questao_169,2022,MT,E,2,C,E,1,False,0.187931
questao_169,2022,MT,E,3,B,E,2,False,0.209642
questao_169,2022,MT,E,4,A,D,2,False,0.223636
questao_170,2022,MT,E,0,E,D,3,False,0.212794
questao_170,2022,MT,E,1,D,E,0,False,0.272349
questao_170,2022,MT,E,2,C,E,1,False,0.373352
questao_170,2022,MT,E,3,B,E,2,False,0.447164
questao_170,2022,MT,E,4,A,E,3,False,0.441769
questao_171,2022,MT,C,0,C,D,3,False,0.326728
questao_171,2022,MT,C,1,B,D,4,False,0.419664
questao_171,2022,MT,C,2,A,E,1,False,0.424074
questao_171,2022,MT,C,3,E,E,2,True,0.50076
questao_171,2022,MT,C,4,D,E,3,False,0.566503
questao_172,2022,MT,B,0,B,D,3,False,0.191104
questao_172,2022,MT,B,1,A,E,0,False,0.180027
questao_172,2022,MT,B,2,E,C,4,False,0.250298
questao_172,2022,MT,B,3,D,E,2,False,0.226585
questao_172,2022,MT,B,4,C,E,3,False,0.277625
questao_173,2022,MT,D,0,D,C,2,False,0.183137
questao_173,2022,MT,D,1,C,C,3,True,0.220628
questao_173,2022,MT,D,2,B,B,3,True,0.22527
questao_173,2022,MT,D,3,A,B,4,False,0.26837
questao_173,2022,MT,D,4,E,C,1,False,0.183101
questao_174,2022,MT,C,0,C,C,2,True,0.204657
questao_174,2022,MT,C,1,B,E,0,False,0.24349
questao_174,2022,MT,C,2,A,E,1,False,0.328686
questao_174,2022,MT,C,3,E,E,2,True,0.297971
questao_174,2022,MT,C,4,D,E,3,False,0.27989
questao_175,2022,MT,A,0,A,E,4,False,0.198379
questao_175,2022,MT,A,1,E,E,0,True,0.216439
questao_175,2022,MT,A,2,D,E,1,False,0.231008
questao_175,2022,MT,A,3,C,E,2,False,0.202409
questao_175,2022,MT,A,4,B,B,0,True,0.19218
questao_176,2022,MT,B,0,B,C,2,False,0.305531
questao_176,2022,MT,B,1,A,C,3,False,0.285419
questao_176,2022,MT,B,2,E,C,4,False,0.288037
questao_176,2022,MT,B,3,D,E,2,False,0.493285
questao_176,2022,MT,B,4,C,D,2,False,0.306824
questao_179,2022,MT,C,0,C,E,4,False,0.279636
questao_179,2022,MT,C,1,B,E,0,False,0.306134
questao_179,2022,MT,C,2,A,E,1,False,0.243038
questao_179,2022,MT,C,3,E,E,2,True,0.259986
questao_179,2022,MT,C,4,D,E,3,False,0.253414
questao_01,2023,LC,B,0,B,B,1,True,0.684895
questao_01,2023,LC,B,1,A,A,1,True,0.527661
questao_01,2023,LC,B,2,E,E,1,True,0.859748
questao_01,2023,LC,B,3,D,D,1,True,0.874049
questao_01,2023,LC,B,4,C,C,1,True,0.746124
questao_02,2023,LC,D,0,D,D,3,True,0.72641
questao_02,2023,LC,D,1,C,C,3,True,0.472706
questao_02,2023,LC,D,2,B,E,1,False,0.336839
questao_02,2023,LC,D,3,A,E,2,False,0.563468
questao_02,2023,LC,D,4,E,E,3,True,0.762854
questao_05,2023,LC,A,0,A,A,0,True,0.521369
questao_05,2023,LC,A,1,E,E,0,True,0.858228
questao_05,2023,LC,A,2,D,D,0,True,0.697259
questao_05,2023,LC,A,3,C,C,0,True,0.604139
questao_05,2023,LC,A,4,B,B,0,True,0.490817
questao_06,2023,LC,A,0,A,A,0,True,0.437692
questao_06,2023,LC,A,1,E,E,0,True,0.337166
questao_06,2023,LC,A,2,D,D,0,True,0.35225
questao_06,2023,LC,A,3,C,C,0,True,0.251898
questao_06,2023,LC,A,4,B,B,0,True,0.439179
questao_08,2023,LC,E,0,E,E,4,True,0.467153
questao_08,2023,LC,E,1,D,D,4,True,0.383455
questao_08,2023,LC,E,2,C,E,1,False,0.297734
questao_08,2023,LC,E,3,B,B,4,True,0.368853
questao_08,2023,LC,E,4,A,A,4,True,0.298802
questao_09,2023,LC,C,0,C,D,3,False,0.509236
questao_09,2023,LC,C,1,B,B,2,True,0.493401
questao_09,2023,LC,C,2,A,B,3,False,0.386652
questao_09,2023,LC,C,3,E,E,2,True,0.394868
questao_09,2023,LC,C,4,D,E,3,False,0.754622
questao_10,2023,LC,B,0,B,B,1,True,0.292804
questao_10,2023,LC,B,1,A,D,4,False,0.24145
questao_10,2023,LC,B,2,E,E,1,True,0.283053
questao_10,2023,LC,B,3,D,D,1,True,0.420101
questao_10,2023,LC,B,4,C,E,3,False,0.279045
questao_11,2023,LC,B,0,B,E,4,False,0.528115
questao_11,2023,LC,B,1,A,D,4,False,0.596073
questao_11,2023,LC,B,2,E,E,1,True,0.478469
questao_11,2023,LC,B,3,D,D,1,True,0.668823
questao_11,2023,LC,B,4,C,C,1,True,0.336369
questao_12,2023,LC,E,0,E,E,4,True,0.891164
questao_12,2023,LC,E,1,D,D,4,True,0.889381
questao_12,2023,LC,E,2,C,C,4,True,0.558933
questao_12,2023,LC,E,3,B,B,4,True,0.754075
questao_12,2023,LC,E,4,A,A,4,True,0.436715
questao_13,2023,LC,A,0,A,A,0,True,0.451975
questao_13,2023,LC,A,1,E,E,0,True,0.929759
questao_13,2023,LC,A,2,D,D,0,True,0.884085
questao_13,2023,LC,A,3,C,C,0,True,0.798096
questao_13,2023,LC,A,4,B,B,0,True,0.808796
questao_14,2023,LC,A,0,A,E,4,False,0.547356
questao_14,2023,LC,A,1,E,D,4,False,0.544944
questao_14,2023,LC,A,2,D,C,4,False,0.264548
questao_14,2023,LC,A,3,C,E,2,False,0.243192
questao_14,2023,LC,A,4,B,E,3,False,0.281253
questao_15,2023,LC,C,0,C,C,2,True,0.352205
questao_15,2023,LC,C,1,B,B,2,True,0.477715
questao_15,2023,LC,C,2,A,E,1,False,0.29641
questao_15,2023,LC,C,3,E,E,2,True,0.553006
questao_15,2023,LC,C,4,D,D,2,True,0.708457
questao_16,2023,LC,A,0,A,A,0,True,0.577321
questao_16,2023,LC,A,1,E,E,0,True,0.896119
questao_16,2023,LC,A,2,D,D,0,True,0.840909
questao_16,2023,LC,A,3,C,C,0,True,0.700845
questao_16,2023,LC,A,4,B,B,0,True,0.7059
questao_17,2023,LC,A,0,A,A,0,True,0.395498
questao_17,2023,LC,A,1,E,E,0,True,0.559472
questao_17,2023,LC,A,2,D,D,0,True,0.531867
questao_17,2023,LC,A,3,C,C,0,True,0.413644
questao_17,2023,LC,A,4,B,B,0,True,0.523221
questao_20,2023,LC,E,0,E,B,1,False,0.344192
questao_20,2023,LC,E,1,D,E,0,False,0.316192
questao_20,2023,LC,E,2,C,E,1,False,0.391713
questao_20,2023,LC,E,3,B,D,1,False,0.331688
questao_20,2023,LC,E,4,A,C,1,False,0.287966
questao_21,2023,LC,A,0,A,E,4,False,0.453838
questao_21,2023,LC,A,1,E,D,4,False,0.446487
questao_21,2023,LC,A,2,D,C,4,False,0.533406
questao_21,2023,LC,A,3,C,B,4,False,0.326777
questao_21,2023,LC,A,4,B,B,0,True,0.363341
questao_22,2023,LC,C,0,C,E,4,False,0.47633
questao_22,2023,LC,C,1,B,D,4,False,0.574024
questao_22,2023,LC,C,2,A,C,4,False,0.556497
questao_22,2023,LC,C,3,E,B,4,False,0.376392
questao_22,2023,LC,C,4,D,D,2,True,0.279386
questao_23,2023,LC,B,0,B,E,4,False,0.327252
questao_23,2023,LC,B,1,A,E,0,False,0.214975
questao_23,2023,LC,B,2,E,E,1,True,0.47858
questao_23,2023,LC,B,3,D,D,1,True,0.347899
questao_23,2023,LC,B,4,C,E,3,False,0.257534
questao_24,2023,LC,C,0,C,E,4,False,0.285305
questao_24,2023,LC,C,1,B,E,0,False,0.432587
questao_24,2023,LC,C,2,A,D,0,False,0.384992
questao_24,2023,LC,C,3,E,D,1,False,0.306075
questao_24,2023,LC,C,4,D,B,0,False,0.513287
questao_25,2023,LC,A,0,A,E,4,False,0.237119
questao_25,2023,LC,A,1,E,E,0,True,0.291057
questao_25,2023,LC,A,2,D,E,1,False,0.26504
questao_25,2023,LC,A,3,C,E,2,False,0.442019
questao_25,2023,LC,A,4,B,D,2,False,0.380964
questao_26,2023,LC,C,0,C,E,4,False,0.303913
questao_26,2023,LC,C,1,B,E,0,False,0.211085
questao_26,2023,LC,C,2,A,E,1,False,0.429093
questao_26,2023,LC,C,3,E,E,2,True,0.573321
questao_26,2023,LC,C,4,D,D,2,True,0.423609
questao_27,2023,LC,C,0,C,C,2,True,0.605988
questao_27,2023,LC,C,1,B,B,2,True,0.657497
questao_27,2023,LC,C,2,A,A,2,True,0.460714
questao_27,2023,LC,C,3,E,E,2,True,0.823503
questao_27,2023,LC,C,4,D,D,2,True,0.846589
questao_28,2023,LC,C,0,C,B,1,False,0.658991
questao_28,2023,LC,C,1,B,A,1,False,0.473675
questao_28,2023,LC,C,2,A,E,1,False,0.619614
questao_28,2023,LC,C,3,E,D,1,False,0.786335
questao_28,2023,LC,C,4,D,C,1,False,0.581372
questao_30,2023,LC,D,0,D,D,3,True,0.542157
questao_30,2023,LC,D,1,C,C,3,True,0.369981
questao_30,2023,LC,D,2,B,B,3,True,0.702179
questao_30,2023,LC,D,3,A,A,3,True,0.504317
questao_30,2023,LC,D,4,E,E,3,True,0.553887
questao_31,2023,LC,E,0,E,D,3,False,0.520772
questao_31,2023,LC,E,1,D,C,3,False,0.41919
questao_31,2023,LC,E,2,C,B,3,False,0.452752
questao_31,2023,LC,E,3,B,B,4,True,0.367471
questao_31,2023,LC,E,4,A,E,3,False,0.724116
questao_32,2023,LC,D,0,D,D,3,True,0.625488
questao_32,2023,LC,D,1,C,C,3,True,0.389048
questao_32,2023,LC,D,2,B,D,0,False,0.497659
questao_32,2023,LC,D,3,A,C,0,False,0.322456
questao_32,2023,LC,D,4,E,E,3,True,0.729499
questao_33,2023,LC,A,0,A,B,1,False,0.442831
questao_33,2023,LC,A,1,E,A,1,False,0.449254
questao_33,2023,LC,A,2,D,D,0,True,0.678259
questao_33,2023,LC,A,3,C,D,1,False,0.629936
questao_33,2023,LC,A,4,B,B,0,True,0.505673
questao_34,2023,LC,D,0,D,D,3,True,0.579926
questao_34,2023,LC,D,1,C,C,3,True,0.401622
questao_34,2023,LC,D,2,B,B,3,True,0.48971
questao_34,2023,LC,D,3,A,A,3,True,0.267066
questao_34,2023,LC,D,4,E,E,3,True,0.546661
questao_35,2023,LC,B,0,B,E,4,False,0.269404
questao_35,2023,LC,B,1,A,E,0,False,0.303889
questao_35,2023,LC,B,2,E,E,1,True,0.401925
questao_35,2023,LC,B,3,D,D,1,True,0.301424
questao_35,2023,LC,B,4,C,E,3,False,0.254283
questao_36,2023,LC,D,0,D,B,1,False,0.332107
questao_36,2023,LC,D,1,C,B,2,False,0.327635
questao_36,2023,LC,D,2,B,E,1,False,0.569577
questao_36,2023,LC,D,3,A,E,2,False,0.432971
questao_36,2023,LC,D,4,E,E,3,True,0.51548
questao_37,2023,LC,B,0,B,B,1,True,0.579707
questao_37,2023,LC,B,1,A,A,1,True,0.483147
questao_37,2023,LC,B,2,E,E,1,True,0.576716
questao_37,2023,LC,B,3,D,D,1,True,0.62766
questao_37,2023,LC,B,4,C,C,1,True,0.535709
questao_38,2023,LC,E,0,E,E,4,True,0.678169
questao_38,2023,LC,E,1,D,D,4,True,0.52134
questao_38,2023,LC,E,2,C,C,4,True,0.564816
questao_38,2023,LC,E,3,B,B,4,True,0.566437
questao_38,2023,LC,E,4,A,B,0,False,0.330606
questao_39,2023,LC,E,0,E,E,4,True,0.936532
questao_39,2023,LC,E,1,D,D,4,True,0.885304
questao_39,2023,LC,E,2,C,C,4,True,0.686209
questao_39,2023,LC,E,3,B,B,4,True,0.819253
questao_39,2023,LC,E,4,A,A,4,True,0.790983
questao_40,2023,LC,D,0,D,D,3,True,0.581067
questao_40,2023,LC,D,1,C,E,0,False,0.293473
questao_40,2023,LC,D,2,B,E,1,False,0.368893
questao_40,2023,LC,D,3,A,E,2,False,0.380985
questao_40,2023,LC,D,4,E,E,3,True,0.640522
questao_41,2023,LC,D,0,D,E,4,False,0.262023
questao_41,2023,LC,D,1,C,E,0,False,0.349477
questao_41,2023,LC,D,2,B,E,1,False,0.562131
questao_41,2023,LC,D,3,A,E,2,False,0.7777
questao_41,2023,LC,D,4,E,E,3,True,0.498361
questao_42,2023,LC,A,0,A,E,4,False,0.400608
questao_42,2023,LC,A,1,E,D,4,False,0.542984
questao_42,2023,LC,A,2,D,D,0,True,0.28934
questao_42,2023,LC,A,3,C,B,4,False,0.31693
questao_42,2023,LC,A,4,B,B,0,True,0.27116
questao_43,2023,LC,C,0,C,C,2,True,0.366267
questao_43,2023,LC,C,1,B,B,2,True,0.458725
questao_43,2023,LC,C,2,A,A,2,True,0.312933
questao_43,2023,LC,C,3,E,E,2,True,0.315882
questao_43,2023,LC,C,4,D,D,2,True,0.323933
questao_44,2023,LC,C,0,C,D,3,False,0.326794
questao_44,2023,LC,C,1,B,D,4,False,0.309885
questao_44,2023,LC,C,2,A,D,0,False,0.262699
questao_44,2023,LC,C,3,E,B,4,False,0.300006
questao_44,2023,LC,C,4,D,B,0,False,0.256199
questao_45,2023,LC,C,0,C,D,3,False,0.191633
questao_45,2023,LC,C,1,B,E,0,False,0.271482
questao_45,2023,LC,C,2,A,E,1,False,0.336323
questao_45,2023,LC,C,3,E,E,2,True,0.290554
questao_45,2023,LC,C,4,D,D,2,True,0.275501
questao_46,2023,CH,A,0,A,E,4,False,0.35852
questao_46,2023,CH,A,1,E,E,0,True,0.329705
questao_46,2023,CH,A,2,D,D,0,True,0.269653
questao_46,2023,CH,A,3,C,C,0,True,0.373699
questao_46,2023,CH,A,4,B,B,0,True,0.346287
questao_47,2023,CH,B,0,B,B,1,True,0.749329
questao_47,2023,CH,B,1,A,A,1,True,0.645186
questao_47,2023,CH,B,2,E,E,1,True,0.881705
questao_47,2023,CH,B,3,D,D,1,True,0.878203
questao_47,2023,CH,B,4,C,C,1,True,0.733381
questao_48,2023,CH,C,0,C,E,4,False,0.346771
questao_48,2023,CH,C,1,B,E,0,False,0.33113
questao_48,2023,CH,C,2,A,E,1,False,0.515445
questao_48,2023,CH,C,3,E,E,2,True,0.421614
questao_48,2023,CH,C,4,D,E,3,False,0.599098
questao_49,2023,CH,D,0,D,D,3,True,0.779074
questao_49,2023,CH,D,1,C,C,3,True,0.652768
questao_49,2023,CH,D,2,B,B,3,True,0.328853
questao_49,2023,CH,D,3,A,E,2,False,0.440759
questao_49,2023,CH,D,4,E,D,2,False,0.419374
questao_50,2023,CH,C,0,C,C,2,True,0.40931
questao_50,2023,CH,C,1,B,E,0,False,0.658266
questao_50,2023,CH,C,2,A,D,0,False,0.676486
questao_50,2023,CH,C,3,E,E,2,True,0.704297
questao_50,2023,CH,C,4,D,D,2,True,0.85315
questao_51,2023,CH,B,0,B,B,1,True,0.747162
questao_51,2023,CH,B,1,A,A,1,True,0.424415
questao_51,2023,CH,B,2,E,E,1,True,0.895102
questao_51,2023,CH,B,3,D,D,1,True,0.897513
questao_51,2023,CH,B,4,C,C,1,True,0.819007
questao_52,2023,CH,D,0,D,D,3,True,0.661942
questao_52,2023,CH,D,1,C,C,3,True,0.299941
questao_52,2023,CH,D,2,B,B,3,True,0.523784
questao_52,2023,CH,D,3,A,E,2,False,0.471387
questao_52,2023,CH,D,4,E,E,3,True,0.817602
questao_55,2023,CH,D,0,D,D,3,True,0.714923
questao_55,2023,CH,D,1,C,C,3,True,0.562869
questao_55,2023,CH,D,2,B,B,3,True,0.536584
questao_55,2023,CH,D,3,A,A,3,True,0.263225
questao_55,2023,CH,D,4,E,E,3,True,0.626512
questao_56,2023,CH,A,0,A,A,0,True,0.358188
questao_56,2023,CH,A,1,E,E,0,True,0.394405
questao_56,2023,CH,A,2,D,D,0,True,0.606905
questao_56,2023,CH,A,3,C,C,0,True,0.553251
questao_56,2023,CH,A,4,B,B,0,True,0.63213
questao_57,2023,CH,E,0,E,E,4,True,0.825968
questao_57,2023,CH,E,1,D,D,4,True,0.728582
questao_57,2023,CH,E,2,C,C,4,True,0.544144
questao_57,2023,CH,E,3,B,B,4,True,0.540759
questao_57,2023,CH,E,4,A,E,3,False,0.435246
questao_58,2023,CH,A,0,A,E,4,False,0.851321
questao_58,2023,CH,A,1,E,E,0,True,0.599291
questao_58,2023,CH,A,2,D,C,4,False,0.400206
questao_58,2023,CH,A,3,C,B,4,False,0.331066
questao_58,2023,CH,A,4,B,B,0,True,0.361962
questao_60,2023,CH,E,0,E,E,4,True,0.383872
questao_60,2023,CH,E,1,D,E,0,False,0.351974
questao_60,2023,CH,E,2,C,E,1,False,0.255044
questao_60,2023,CH,E,3,B,E,2,False,0.308626
questao_60,2023,CH,E,4,A,E,3,False,0.318305
questao_61,2023,CH,E,0,E,E,4,True,0.717763
questao_61,2023,CH,E,1,D,D,4,True,0.784791
questao_61,2023,CH,E,2,C,C,4,True,0.563027
questao_61,2023,CH,E,3,B,B,4,True,0.503903
questao_61,2023,CH,E,4,A,A,4,True,0.259608
questao_62,2023,CH,C,0,C,E,4,False,0.446223
questao_62,2023,CH,C,1,B,E,0,False,0.428328
questao_62,2023,CH,C,2,A,E,1,False,0.431602
questao_62,2023,CH,C,3,E,E,2,True,0.479374
questao_62,2023,CH,C,4,D,E,3,False,0.383095
questao_63,2023,CH,A,0,A,E,4,False,0.525777
questao_63,2023,CH,A,1,E,E,0,True,0.807594
questao_63,2023,CH,A,2,D,D,0,True,0.690753
questao_63,2023,CH,A,3,C,C,0,True,0.327845
questao_63,2023,CH,A,4,B,B,0,True,0.484285
questao_64,2023,CH,B,0,B,E,4,False,0.460202
questao_64,2023,CH,B,1,A,E,0,False,0.311772
questao_64,2023,CH,B,2,E,E,1,True,0.604223
questao_64,2023,CH,B,3,D,D,1,True,0.334131
questao_64,2023,CH,B,4,C,E,3,False,0.27721
questao_65,2023,CH,A,0,A,E,4,False,0.35774
questao_65,2023,CH,A,1,E,E,0,True,0.365965
questao_65,2023,CH,A,2,D,D,0,True,0.265046
questao_65,2023,CH,A,3,C,E,2,False,0.227456
questao_65,2023,CH,A,4,B,E,3,False,0.388362
questao_67,2023,CH,B,0,B,B,1,True,0.250032
questao_67,2023,CH,B,1,A,E,0,False,0.380885
questao_67,2023,CH,B,2,E,E,1,True,0.416091
questao_67,2023,CH,B,3,D,D,1,True,0.319762
questao_67,2023,CH,B,4,C,E,3,False,0.248964
questao_68,2023,CH,E,0,E,E,4,True,0.253139
questao_68,2023,CH,E,1,D,D,4,True,0.430333
questao_68,2023,CH,E,2,C,C,4,True,0.262997
questao_68,2023,CH,E,3,B,E,2,False,0.329801
questao_68,2023,CH,E,4,A,D,2,False,0.304991
questao_69,2023,CH,A,0,A,E,4,False,0.44377
questao_69,2023,CH,A,1,E,E,0,True,0.862428
questao_69,2023,CH,A,2,D,D,0,True,0.665145
questao_69,2023,CH,A,3,C,C,0,True,0.684139
questao_69,2023,CH,A,4,B,B,0,True,0.673831
questao_70,2023,CH,B,0,B,B,1,True,0.650683
questao_70,2023,CH,B,1,A,A,1,True,0.35072
questao_70,2023,CH,B,2,E,E,1,True,0.487117
questao_70,2023,CH,B,3,D,D,1,True,0.40178
questao_70,2023,CH,B,4,C,E,3,False,0.573257
questao_71,2023,CH,A,0,A,E,4,False,0.284118
questao_71,2023,CH,A,1,E,E,0,True,0.519013
questao_71,2023,CH,A,2,D,D,0,True,0.482426
questao_71,2023,CH,A,3,C,C,0,True,0.242477
questao_71,2023,CH,A,4,B,E,3,False,0.332773
questao_72,2023,CH,D,0,D,D,3,True,0.838283
questao_72,2023,CH,D,1,C,C,3,True,0.556144
questao_72,2023,CH,D,2,B,B,3,True,0.378549
questao_72,2023,CH,D,3,A,E,2,False,0.303929
questao_72,2023,CH,D,4,E,E,3,True,0.508736
questao_73,2023,CH,E,0,E,C,2,False,0.369041
questao_73,2023,CH,E,1,D,B,2,False,0.326519
questao_73,2023,CH,E,2,C,E,1,False,0.295743
questao_73,2023,CH,E,3,B,E,2,False,0.795904
questao_73,2023,CH,E,4,A,D,2,False,0.529099
questao_74,2023,CH,B,0,B,B,1,True,0.835059
questao_74,2023,CH,B,1,A,A,1,True,0.633666
questao_74,2023,CH,B,2,E,E,1,True,0.911119
questao_74,2023,CH,B,3,D,D,1,True,0.880778
questao_74,2023,CH,B,4,C,C,1,True,0.85399
questao_75,2023,CH,A,0,A,E,4,False,0.633076
questao_75,2023,CH,A,1,E,E,0,True,0.733912
questao_75,2023,CH,A,2,D,D,0,True,0.338088
questao_75,2023,CH,A,3,C,E,2,False,0.656226
questao_75,2023,CH,A,4,B,E,3,False,0.563985
questao_76,2023,CH,A,0,A,A,0,True,0.383169
questao_76,2023,CH,A,1,E,E,0,True,0.846672
questao_76,2023,CH,A,2,D,D,0,True,0.823764
questao_76,2023,CH,A,3,C,C,0,True,0.63464
questao_76,2023,CH,A,4,B,B,0,True,0.616886
questao_77,2023,CH,B,0,B,B,1,True,0.669839
questao_77,2023,CH,B,1,A,A,1,True,0.443521
questao_77,2023,CH,B,2,E,E,1,True,0.876911
questao_77,2023,CH,B,3,D,D,1,True,0.858505
