model,id,ano,area,difficulty_score,escolhido,label,acertou,confianca,conf_metodo,conf_app,n_predict
qwen2.5-7b,questao_38,2024,LC,0.491436,D,D,True,0.913757,letra,0.661981,4
qwen2.5-7b,questao_39,2024,LC,0.73295,C,C,True,0.946175,letra,0.676917,4
qwen2.5-7b,questao_40,2024,LC,0.541859,B,E,False,0.333423,letra,0.473631,4
qwen2.5-7b,questao_41,2024,LC,0.41992,C,C,True,0.96073,letra,0.685132,4
qwen2.5-7b,questao_42,2024,LC,0.49767,B,B,True,0.89652,letra,0.6867,4
qwen2.5-7b,questao_43,2024,LC,0.39126,E,E,True,0.900678,letra,0.676326,4
qwen2.5-7b,questao_44,2024,LC,0.57087,C,C,True,0.949385,letra,0.667318,4
qwen2.5-7b,questao_45,2024,LC,0.856233,E,E,True,0.910996,letra,0.701355,4
qwen2.5-7b,questao_46,2024,CH,0.563766,A,A,True,0.950533,letra,0.621338,4
qwen2.5-7b,questao_47,2024,CH,0.816231,C,C,True,0.966374,letra,0.618921,4
qwen2.5-7b,questao_48,2024,CH,0.845408,D,B,False,0.465713,letra,0.542595,4
qwen2.5-7b,questao_49,2024,CH,0.761643,C,C,True,0.953962,letra,0.621932,4
qwen2.5-7b,questao_50,2024,CH,0.385627,A,A,True,0.968129,letra,0.648817,4
qwen2.5-7b,questao_51,2024,CH,0.557574,D,D,True,0.963349,letra,0.571436,4
qwen2.5-7b,questao_52,2024,CH,0.896944,C,C,True,0.961515,letra,0.706364,4
qwen2.5-7b,questao_53,2024,CH,0.66056,E,E,True,0.965477,letra,0.675025,4
qwen2.5-7b,questao_54,2024,CH,0.93777,C,D,False,0.972282,letra,0.652584,4
qwen2.5-7b,questao_55,2024,CH,0.807976,B,B,True,0.930834,letra,0.721179,4
qwen2.5-7b,questao_56,2024,CH,0.551138,A,A,True,0.943644,letra,0.634506,4
qwen2.5-7b,questao_57,2024,CH,0.646918,E,E,True,0.843734,letra,0.643551,4
qwen2.5-7b,questao_58,2024,CH,0.340571,C,C,True,0.979122,letra,0.642416,4
qwen2.5-7b,questao_59,2024,CH,0.622321,E,E,True,0.92648,letra,0.643778,4
qwen2.5-7b,questao_60,2024,CH,0.747507,D,D,True,0.928717,letra,0.631497,4
qwen2.5-7b,questao_61,2024,CH,0.320386,A,A,True,0.958836,letra,0.722396,4
qwen2.5-7b,questao_62,2024,CH,0.705513,D,D,True,0.943566,letra,0.678255,4
qwen2.5-7b,questao_63,2024,CH,0.656167,B,B,True,0.952118,letra,0.514902,4
qwen2.5-7b,questao_64,2024,CH,0.770633,A,A,True,0.957971,letra,0.630489,4
qwen2.5-7b,questao_65,2024,CH,0.532882,D,D,True,0.975555,letra,0.634955,4
qwen2.5-7b,questao_66,2024,CH,0.633975,B,B,True,0.916351,letra,0.692941,4
qwen2.5-7b,questao_67,2024,CH,0.659415,E,E,True,0.877581,letra,0.682421,4
qwen2.5-7b,questao_68,2024,CH,0.674344,B,B,True,0.934266,letra,0.704559,4
qwen2.5-7b,questao_70,2024,CH,0.744612,D,D,True,0.961128,letra,0.651446,4
qwen2.5-7b,questao_71,2024,CH,0.765783,A,A,True,0.963936,letra,0.716956,4
qwen2.5-7b,questao_73,2024,CH,0.999986,A,A,True,0.948943,letra,0.63694,4
qwen2.5-7b,questao_74,2024,CH,0.663417,B,B,True,0.932627,letra,0.602293,4
qwen2.5-7b,questao_75,2024,CH,0.580287,C,C,True,0.989018,letra,0.735118,4
qwen2.5-7b,questao_76,2024,CH,0.638401,D,D,True,0.91188,letra,0.640985,4
qwen2.5-7b,questao_77,2024,CH,0.703802,E,E,True,0.926066,letra,0.647642,4
qwen2.5-7b,questao_79,2024,CH,0.878626,B,B,True,0.92754,letra,0.703091,4
qwen2.5-7b,questao_80,2024,CH,0.665444,C,C,True,0.961602,letra,0.596968,4
qwen2.5-7b,questao_81,2024,CH,0.579154,A,A,True,0.952099,letra,0.634906,4
qwen2.5-7b,questao_82,2024,CH,0.672598,E,E,True,0.678517,letra,0.649755,4
qwen2.5-7b,questao_83,2024,CH,0.714441,D,D,True,0.929848,letra,0.760058,4
qwen2.5-7b,questao_84,2024,CH,0.562462,E,E,True,0.903682,letra,0.66879,4
qwen2.5-7b,questao_85,2024,CH,0.760563,B,B,True,0.913122,letra,0.689927,4
qwen2.5-7b,questao_86,2024,CH,0.735302,B,B,True,0.942761,letra,0.642889,4
qwen2.5-7b,questao_87,2024,CH,0.77668,C,C,True,0.956707,letra,0.658186,4
qwen2.5-7b,questao_88,2024,CH,0.567788,E,E,True,0.930438,letra,0.660733,4
qwen2.5-7b,questao_89,2024,CH,0.570076,C,C,True,0.966745,letra,0.672589,4
qwen2.5-7b,questao_90,2024,CH,0.77981,A,E,False,0.951846,letra,0.638169,4
qwen2.5-7b,questao_92,2024,CN,0.730094,D,D,True,0.932206,letra,0.701176,4
qwen2.5-7b,questao_94,2024,CN,0.748973,D,D,True,0.974994,letra,0.645614,4
qwen2.5-7b,questao_95,2024,CN,0.811944,D,D,True,0.950921,letra,0.705122,4
qwen2.5-7b,questao_96,2024,CN,0.716399,E,E,True,0.890236,letra,0.686741,4
qwen2.5-7b,questao_97,2024,CN,0.804289,B,B,True,0.934451,letra,0.654661,4
qwen2.5-7b,questao_98,2024,CN,0.729846,B,B,True,0.91033,letra,0.611221,4
qwen2.5-7b,questao_100,2024,CN,0.784872,A,A,True,0.940477,letra,0.730134,4
qwen2.5-7b,questao_107,2024,CN,0.687675,E,E,True,0.82037,letra,0.573988,4
qwen2.5-7b,questao_109,2024,CN,0.663015,D,D,True,0.923383,letra,0.649153,4
qwen2.5-7b,questao_112,2024,CN,0.884018,A,A,True,0.948813,letra,0.613415,4
qwen2.5-7b,questao_114,2024,CN,0.875189,B,D,False,0.615181,letra,0.563642,4
qwen2.5-7b,questao_115,2024,CN,0.902551,B,B,True,0.883572,letra,0.664537,4
qwen2.5-7b,questao_117,2024,CN,0.901722,C,C,True,0.760695,letra,0.594553,4
qwen2.5-7b,questao_119,2024,CN,0.772173,D,D,True,0.870715,letra,0.639657,4
qwen2.5-7b,questao_121,2024,CN,0.772856,B,B,True,0.90433,letra,0.63269,4
qwen2.5-7b,questao_127,2024,CN,0.827075,A,A,True,0.95592,letra,0.681104,4
qwen2.5-7b,questao_134,2024,CN,0.54648,E,E,True,0.915961,letra,0.641469,4
qwen2.5-7b,questao_136,2024,MT,0.655815,C,C,True,0.947886,letra,0.635542,4
qwen2.5-7b,questao_138,2024,MT,0.713475,B,B,True,0.862833,letra,0.667455,4
qwen2.5-7b,questao_140,2024,MT,0.924451,C,E,False,0.712196,letra,0.559514,4
qwen2.5-7b,questao_142,2024,MT,0.77353,D,D,True,0.947044,letra,0.692734,4
qwen2.5-7b,questao_143,2024,MT,0.956858,D,B,False,0.449874,letra,0.541044,4
qwen2.5-7b,questao_146,2024,MT,0.884195,D,E,False,0.829265,letra,0.655534,4
qwen2.5-7b,questao_147,2024,MT,0.834449,B,A,False,0.353302,letra,0.548003,4
qwen2.5-7b,questao_148,2024,MT,0.948808,B,D,False,0.544711,letra,0.507361,4
qwen2.5-7b,questao_150,2024,MT,0.755874,C,D,False,0.623515,letra,0.544421,4
qwen2.5-7b,questao_151,2024,MT,0.622894,A,A,True,0.891716,letra,0.590222,4
qwen2.5-7b,questao_152,2024,MT,0.832875,C,B,False,0.580854,letra,0.442155,4
qwen2.5-7b,questao_155,2024,MT,0.835175,E,B,False,0.475742,letra,0.355096,4
qwen2.5-7b,questao_158,2024,MT,0.753439,B,C,False,0.798468,letra,0.623493,4
qwen2.5-7b,questao_159,2024,MT,0.863487,B,D,False,0.507394,letra,0.554295,4
qwen2.5-7b,questao_160,2024,MT,0.8562,B,C,False,0.822094,letra,0.627426,4
qwen2.5-7b,questao_161,2024,MT,0.850582,B,C,False,0.717633,letra,0.542604,4
qwen2.5-7b,questao_162,2024,MT,0.675853,C,E,False,0.912697,letra,0.48661,4
qwen2.5-7b,questao_163,2024,MT,0.887856,D,C,False,0.706969,letra,0.589968,4
qwen2.5-7b,questao_164,2024,MT,0.918728,E,E,True,0.564746,letra,0.501952,4
qwen2.5-7b,questao_168,2024,MT,0.836175,B,C,False,0.340493,letra,0.425231,4
qwen2.5-7b,questao_169,2024,MT,0.946445,A,A,True,0.549537,letra,0.446637,4
qwen2.5-7b,questao_172,2024,MT,0.908411,D,C,False,0.325238,letra,0.393389,4
qwen2.5-7b,questao_173,2024,MT,0.778894,B,A,False,0.54614,letra,0.553405,4
qwen2.5-7b,questao_174,2024,MT,0.946268,C,B,False,0.490808,letra,0.531698,4
qwen2.5-7b,questao_175,2024,MT,0.850159,D,E,False,0.358652,letra,0.463733,4
qwen2.5-7b,questao_177,2024,MT,0.931347,D,A,False,0.524404,letra,0.614909,4
qwen2.5-7b,questao_178,2024,MT,0.908745,D,D,True,0.378442,letra,0.462999,4
