model,id,ano,area,difficulty_score,escolhido,label,acertou,confianca,conf_metodo,conf_app,n_predict
qwen2.5-1.5b,questao_25,2024,LC,0.705995,D,B,False,0.349896,letra,0.631806,4
qwen2.5-1.5b,questao_26,2024,LC,0.793942,E,D,False,0.22619,letra,0.229044,4
qwen2.5-1.5b,questao_28,2024,LC,0.887701,C,B,False,0.248079,letra,0.649902,4
qwen2.5-1.5b,questao_29,2024,LC,0.80011,D,A,False,0.490214,letra,0.716484,4
qwen2.5-1.5b,questao_30,2024,LC,0.730021,E,D,False,0.265044,letra,0.670588,4
qwen2.5-1.5b,questao_31,2024,LC,0.734799,D,D,True,0.547684,letra,0.769974,4
qwen2.5-1.5b,questao_32,2024,LC,0.673857,C,D,False,0.353509,letra,0.701898,4
qwen2.5-1.5b,questao_33,2024,LC,0.582601,E,C,False,0.243589,letra,0.254441,4
qwen2.5-1.5b,questao_34,2024,LC,0.613534,B,B,True,0.629488,letra,0.752899,4
qwen2.5-1.5b,questao_35,2024,LC,0.648121,D,D,True,0.696062,letra,0.759922,4
qwen2.5-1.5b,questao_36,2024,LC,0.491961,E,E,True,0.543492,letra,0.73049,4
qwen2.5-1.5b,questao_37,2024,LC,0.574247,D,D,True,0.852386,letra,0.792094,4
qwen2.5-1.5b,questao_38,2024,LC,0.491436,D,D,True,0.871177,letra,0.841816,4
qwen2.5-1.5b,questao_39,2024,LC,0.73295,B,C,False,0.497849,letra,0.71783,4
qwen2.5-1.5b,questao_40,2024,LC,0.541859,E,E,True,0.873521,letra,0.80742,4
qwen2.5-1.5b,questao_41,2024,LC,0.41992,C,C,True,0.657871,letra,0.751742,4
qwen2.5-1.5b,questao_42,2024,LC,0.49767,D,B,False,0.396384,letra,0.608445,4
qwen2.5-1.5b,questao_43,2024,LC,0.39126,E,E,True,0.891645,letra,0.828374,4
qwen2.5-1.5b,questao_44,2024,LC,0.57087,E,C,False,0.467585,letra,0.470636,4
qwen2.5-1.5b,questao_45,2024,LC,0.856233,D,E,False,0.379075,letra,0.436886,4
qwen2.5-1.5b,questao_46,2024,CH,0.563766,A,A,True,0.559618,letra,0.73496,4
qwen2.5-1.5b,questao_47,2024,CH,0.816231,E,C,False,0.263146,letra,0.683824,4
qwen2.5-1.5b,questao_48,2024,CH,0.845408,E,B,False,0.286919,letra,0.721317,4
qwen2.5-1.5b,questao_49,2024,CH,0.761643,C,C,True,0.642504,letra,0.34574,4
qwen2.5-1.5b,questao_50,2024,CH,0.385627,A,A,True,0.482582,letra,0.778314,4
qwen2.5-1.5b,questao_51,2024,CH,0.557574,D,D,True,0.529377,letra,0.713874,4
qwen2.5-1.5b,questao_52,2024,CH,0.896944,C,C,True,0.712109,letra,0.811972,4
qwen2.5-1.5b,questao_53,2024,CH,0.66056,E,E,True,0.875011,letra,0.416572,4
qwen2.5-1.5b,questao_54,2024,CH,0.93777,D,D,True,0.617495,letra,0.809833,4
qwen2.5-1.5b,questao_55,2024,CH,0.807976,E,B,False,0.409252,letra,0.693014,4
qwen2.5-1.5b,questao_56,2024,CH,0.551138,A,A,True,0.39824,letra,0.718126,4
qwen2.5-1.5b,questao_57,2024,CH,0.646918,E,E,True,0.846689,letra,0.887384,4
qwen2.5-1.5b,questao_58,2024,CH,0.340571,C,C,True,0.494752,letra,0.751999,4
qwen2.5-1.5b,questao_59,2024,CH,0.622321,E,E,True,0.808778,letra,0.593909,4
qwen2.5-1.5b,questao_60,2024,CH,0.747507,D,D,True,0.803218,letra,0.794206,4
qwen2.5-1.5b,questao_61,2024,CH,0.320386,A,A,True,0.333493,letra,0.742724,4
qwen2.5-1.5b,questao_62,2024,CH,0.705513,D,D,True,0.482926,letra,0.269602,4
qwen2.5-1.5b,questao_63,2024,CH,0.656167,E,B,False,0.443359,letra,0.677659,4
qwen2.5-1.5b,questao_64,2024,CH,0.770633,E,A,False,0.301276,letra,0.663279,4
qwen2.5-1.5b,questao_65,2024,CH,0.532882,D,D,True,0.811285,letra,0.838376,4
qwen2.5-1.5b,questao_66,2024,CH,0.633975,E,B,False,0.314793,letra,0.641994,4
qwen2.5-1.5b,questao_67,2024,CH,0.659415,E,E,True,0.528921,letra,0.340557,4
qwen2.5-1.5b,questao_68,2024,CH,0.674344,B,B,True,0.339537,letra,0.745723,4
qwen2.5-1.5b,questao_70,2024,CH,0.744612,D,D,True,0.500735,letra,0.651578,4
qwen2.5-1.5b,questao_71,2024,CH,0.765783,A,A,True,0.502139,letra,0.774917,4
qwen2.5-1.5b,questao_73,2024,CH,0.999986,A,A,True,0.475742,letra,0.720379,4
qwen2.5-1.5b,questao_74,2024,CH,0.663417,B,B,True,0.573272,letra,0.770602,4
qwen2.5-1.5b,questao_75,2024,CH,0.580287,C,C,True,0.792169,letra,0.807203,4
qwen2.5-1.5b,questao_76,2024,CH,0.638401,D,D,True,0.423556,letra,0.712953,4
qwen2.5-1.5b,questao_77,2024,CH,0.703802,E,E,True,0.709657,letra,0.850267,4
qwen2.5-1.5b,questao_79,2024,CH,0.878626,B,B,True,0.480466,letra,0.743626,4
qwen2.5-1.5b,questao_80,2024,CH,0.665444,E,C,False,0.319021,letra,0.678281,4
qwen2.5-1.5b,questao_81,2024,CH,0.579154,A,A,True,0.555322,letra,0.732221,4
qwen2.5-1.5b,questao_82,2024,CH,0.672598,E,E,True,0.651189,letra,0.505341,4
qwen2.5-1.5b,questao_83,2024,CH,0.714441,D,D,True,0.88188,letra,0.798365,4
qwen2.5-1.5b,questao_84,2024,CH,0.562462,D,E,False,0.599729,letra,0.517221,4
qwen2.5-1.5b,questao_85,2024,CH,0.760563,B,B,True,0.424108,letra,0.720315,4
qwen2.5-1.5b,questao_86,2024,CH,0.735302,B,B,True,0.523704,letra,0.728604,4
qwen2.5-1.5b,questao_87,2024,CH,0.77668,C,C,True,0.402182,letra,0.700238,4
qwen2.5-1.5b,questao_88,2024,CH,0.567788,E,E,True,0.869524,letra,0.849967,4
qwen2.5-1.5b,questao_89,2024,CH,0.570076,C,C,True,0.440469,letra,0.638145,4
qwen2.5-1.5b,questao_90,2024,CH,0.77981,E,E,True,0.399549,letra,0.713453,4
qwen2.5-1.5b,questao_92,2024,CN,0.730094,B,D,False,0.264212,letra,0.662355,4
qwen2.5-1.5b,questao_94,2024,CN,0.748973,D,D,True,0.699487,letra,0.343975,4
qwen2.5-1.5b,questao_95,2024,CN,0.811944,E,D,False,0.329264,letra,0.661578,4
qwen2.5-1.5b,questao_96,2024,CN,0.716399,E,E,True,0.580837,letra,0.80181,4
qwen2.5-1.5b,questao_97,2024,CN,0.804289,B,B,True,0.747068,letra,0.812042,4
qwen2.5-1.5b,questao_98,2024,CN,0.729846,E,B,False,0.415139,letra,0.490994,4
qwen2.5-1.5b,questao_100,2024,CN,0.784872,E,A,False,0.334046,letra,0.638283,4
qwen2.5-1.5b,questao_107,2024,CN,0.687675,E,E,True,0.834048,letra,0.584173,4
qwen2.5-1.5b,questao_109,2024,CN,0.663015,D,D,True,0.282865,letra,0.463016,4
qwen2.5-1.5b,questao_112,2024,CN,0.884018,E,A,False,0.377088,letra,0.690462,4
qwen2.5-1.5b,questao_114,2024,CN,0.875189,E,D,False,0.2609,letra,0.689067,4
qwen2.5-1.5b,questao_115,2024,CN,0.902551,D,B,False,0.161712,letra,0.283967,4
qwen2.5-1.5b,questao_117,2024,CN,0.901722,C,C,True,0.297904,letra,0.668576,4
qwen2.5-1.5b,questao_119,2024,CN,0.772173,E,D,False,0.181489,letra,0.637236,4
qwen2.5-1.5b,questao_121,2024,CN,0.772856,B,B,True,0.421249,letra,0.673265,4
qwen2.5-1.5b,questao_127,2024,CN,0.827075,A,A,True,0.397335,letra,0.722573,4
qwen2.5-1.5b,questao_134,2024,CN,0.54648,E,E,True,0.418716,letra,0.467061,4
qwen2.5-1.5b,questao_136,2024,MT,0.655815,E,C,False,0.21552,letra,0.621874,4
qwen2.5-1.5b,questao_138,2024,MT,0.713475,E,B,False,0.231297,letra,0.468155,4
qwen2.5-1.5b,questao_140,2024,MT,0.924451,D,E,False,0.250825,letra,0.663015,4
qwen2.5-1.5b,questao_142,2024,MT,0.77353,E,D,False,0.258697,letra,0.506167,4
qwen2.5-1.5b,questao_143,2024,MT,0.956858,B,B,True,0.205055,letra,0.635205,4
qwen2.5-1.5b,questao_146,2024,MT,0.884195,D,E,False,0.282543,letra,0.490601,4
qwen2.5-1.5b,questao_147,2024,MT,0.834449,E,A,False,0.32465,letra,0.691255,4
qwen2.5-1.5b,questao_148,2024,MT,0.948808,E,D,False,0.363232,letra,0.684481,4
qwen2.5-1.5b,questao_150,2024,MT,0.755874,E,D,False,0.324589,letra,0.692886,4
qwen2.5-1.5b,questao_151,2024,MT,0.622894,E,A,False,0.40008,letra,0.495123,4
qwen2.5-1.5b,questao_152,2024,MT,0.832875,E,B,False,0.448799,letra,0.535584,4
qwen2.5-1.5b,questao_155,2024,MT,0.835175,E,B,False,0.335967,letra,0.54522,4
qwen2.5-1.5b,questao_158,2024,MT,0.753439,D,C,False,0.171871,letra,0.626822,4
qwen2.5-1.5b,questao_159,2024,MT,0.863487,E,D,False,0.335304,letra,0.517257,4
qwen2.5-1.5b,questao_160,2024,MT,0.8562,E,C,False,0.300738,letra,0.462317,4
qwen2.5-1.5b,questao_161,2024,MT,0.850582,B,C,False,0.258711,letra,0.680159,4
qwen2.5-1.5b,questao_162,2024,MT,0.675853,E,E,True,0.20166,letra,0.644876,4
qwen2.5-1.5b,questao_163,2024,MT,0.887856,E,C,False,0.295442,letra,0.529902,4
qwen2.5-1.5b,questao_164,2024,MT,0.918728,E,E,True,0.222793,letra,0.41972,4
qwen2.5-1.5b,questao_168,2024,MT,0.836175,E,C,False,0.308052,letra,0.691794,4
qwen2.5-1.5b,questao_169,2024,MT,0.946445,E,A,False,0.231542,letra,0.441636,4
qwen2.5-1.5b,questao_172,2024,MT,0.908411,D,C,False,0.2248,letra,0.626328,4
qwen2.5-1.5b,questao_173,2024,MT,0.778894,E,A,False,0.20409,letra,0.644431,4
qwen2.5-1.5b,questao_174,2024,MT,0.946268,E,B,False,0.273947,letra,0.455692,4
qwen2.5-1.5b,questao_175,2024,MT,0.850159,D,E,False,0.302483,letra,0.677175,4
qwen2.5-1.5b,questao_177,2024,MT,0.931347,D,A,False,0.233354,letra,0.643126,4
qwen2.5-1.5b,questao_178,2024,MT,0.908745,D,D,True,0.431831,letra,0.682535,4
